name,price,minimum_nights,availability_365
Private 1Bed/Bath in Sunny 3Bed Apt,90,3,0
Parkside Apartment on Prospect Park,45,2,151
Mamas red rm#2- profs-interns-students bklyn train,49,3,180
Cozy 1br mins from CASINO JFK & NYC,63,3,23
Historic Harlem 2,100,6,308
Private Room in WILLIAMSBURG,110,1,157
Georgous 3BD in 24-hr doorman bldg,600,1,0
"HUGE LUXURY 2BD/2B, 7mn TO TIME SQR",395,7,319
Bright and Open Astoria Apartment!,70,3,0
3 BEDS IN LOVELY 2BEDROOM/2BATH MIDTOWN RENTAL,399,1,267
Fully Furnished Upper West Side 1BD,145,14,282
"Comfortable, spacious “ 1 bedroom “ apartment",59,14,346
Lg Private Rm 10mins to Manhattan,50,10,0
1BR on Quiet Block in Nolita,145,2,0
"Art-Packed, One-Of-A-Kind Triplex",245,2,0
in the heart of manhattan,149,1,78
Beautiful Brooklyn Room,50,1,0
2-3 bedroom apt in Astoria NYC,150,1,0
Cozy private room in L.E.S -,110,3,0
Spacious Studio in Prospect Heights,60,1,0
ENTIRE APT IN GORGEOUS PARK SLOPE,165,5,0
Nice room Convenient to Manhattan A,53,1,60
Huge 1 bedroom in the East Village,160,5,0
Nice room Convenient to Manhattan C,38,1,280
Nice room Convenient to Manhattan B,49,1,120
Close to Maimonides Center. Room D,47,1,74
"Unique loft in Bushwick - Offices, yoga & roof!",120,2,61
Gorgeous Apartment in Battery Park!,175,2,0
Beautiful 1 Bdr in the heart of NYC,129,30,171
"Sunny, Child Friendly Loft. ",105,1,0
Sunny luxury in Bklyn's best hood,275,2,0
1BD in a Quiet Brownstone in Harlem,99,1,0
Flatiron studio + dining / sunlight,210,1,0
Beautiful Prewar UWS Apartment,65,1,0
LUXURY 2BED CONDO / OUTDOOR STONE TERRACE,52,3,281
Beautiful Master Bedroom in the Heart of Astoria,100,1,0
Bright Room in Battery Park!,91,2,0
Large newly renovated studio ,124,5,279
/,200,1,0
Elegant Triplex Townhouse,550,1,0
Great room! Good for med students!,70,6,313
Jewel Box Studio in Soho / Nolita,150,1,111
Charm & Beauty close to Manhattan,176,3,302
Beautiful and cozy 1BR Apt,99,30,0
Great east village studio!,130,6,0
Two real bedrooms near Central Park,109,1,261
East Village Charm,75,2,109
Large private bedroom in Manhattan,95,4,0
Sunny Private Room Near Prospect Pk,50,7,0
Sunny Private Williamsburg room,100,2,0
Big & Cozy Private Room,68,1,64
Apartment 6,104,3,42
Huge room in South Prospect Park,30,15,0
Garden Duplex in Clinton Hill,595,4,0
Williamsburg: great room with a sunny terrace!,65,9,0
Shared studio in East Harlem,55,1,0
Beautiful 2 Bedroom in Quaint Cobble Hill,250,6,56
"Williamsburg, Brooklyn Apartment",85,10,324
Union Square - Best NYC location,90,5,21
Charming apartment river view,90,3,0
Williamsburg Bedroom & Study,90,14,310
Entire home 1 BR+ office or 2 BR best UWS location,199,13,0
Luxury Apt - west village/Chelsea,275,30,365
Better than hotel,125,5,213
1 BR with private bath new building,150,3,0
Spacious Modern 2BD Apartment,140,2,0
Charming Modern Studio w/Large Garden,120,7,6
Brooklyn loft apt in industrial building,60,1,0
Lovely home-y room in Bushwick,36,10,0
Large Private Room,85,3,66
Private Bedroom in Spacious Brooklyn Apartment,85,1,0
Beautiful Prospect Park South room,45,7,287
Washer&Dryer - 6 Subway stops to NYC / 15 min ride,92,3,173
Great room with awesome amenities!,30,1,0
Sunny Private Room w/Exposed Brick,75,1,0
Amazing Penthouse Studio (Midtown East),99,6,0
Williamsburg Dream loft,100,20,327
Cozy 1BR in Beautiful Brooklyn,115,3,188
Sun-drenched Artist Loft,175,5,0
Large Garden Apartment in BK Brownstone,112,4,0
Beautiful Brownstone near Central Park,450,7,0
Exquisite Furnished 1-BR Studio,103,30,326
Stylish Comfort 1-BR Upper East,117,30,331
"Lovely, quiet 1-Bedroom Apt",150,5,0
close to Manhattan country setting,129,1,86
Luxury One Bedroom Upper West Side,145,3,0
LRG 1 Bdrm w/office and backyard,115,14,0
UPPER WEST SIDE 2BR APT  ,90,5,0
Sunny Studio NYC West 50's,90,2,0
Beautiful & Tranquil Oasis in a Great Location,100,30,151
Tour like a local,41,2,0
"Charming, Modern 2BR | Central Park",145,30,329
Incredible 2-BR w/ Kitchen Island!,139,30,308
Cute Apartment with Great Bathroom!,117,30,255
Spacious room in huge loft,50,5,0
Cozy Private Room Upper West Side - with Deck!,80,1,118
"Large Sunny Apt, Great Location!",100,5,0
Garden Appartment in Clinton Hill,225,3,0
Cozy private space in a brand new apartment,70,1,176
Charming Cozy Cool 2BR Apartment. ,80,3,365
Tasteful Room in Charming Two Bedroom Apartment,70,2,247
Budge private room F,31,1,158
Private room in friendly Brownstone,40,1,0
North Central Park Apartament,290,4,359
"GREAT 2bed/2bath/patio, FORT GREENE",235,4,31
"room in a two bedroom apt, whole apartment",200,1,0
beautiful 2br 2bath 2 balconies. ,180,1,0
Sunny apt steps from Prospect Pk!,110,1,85
Private room in in East Village,120,3,0
GORGEOUS Newly-Renovated 2-BR Flat,142,30,205
Cozy Room in Lower East Side- NYC,105,3,20
darling small studio,100,10,0
Private room in Hell's Kitchen,102,2,0
Beautiful Prime Williamsburg Apt,152,1,269
Apt #2: Beautiful 2BR/1BA Crown Hgt,150,28,207
Spacious Studio Suite w Adjoining Sunroom,95,3,6
PRIVATE RM #1 STARTING AT $67 A NIGHT,67,5,300
Private Room with a View in Brownstone Brooklyn,65,2,73
Cozy Room in Williamsburg 3BR,79,22,313
Artist’s Pad on Prospect Park,55,1,135
"Bright, comfy 1 Bedroom apt in Manhattan",83,60,0
A bright spacious one-bedroom ,200,30,170
Carroll Gardens entire apartment,150,4,257
"Charming Studio / East Village, NYC",160,10,281
Quiet Queens Apt in middle of NYC,80,2,32
Classic Upper West Side Getaway!,159,2,0
"Bright, spacious 1BR in UES",90,30,0
Common Area + Room in Spacious Loft-Like Apt.,45,4,0
Private 1BR W/ Private Bathroom in Chinatown,100,1,223
GORGEOUS LUXURY APARTMENT AND VIEW!,125,3,60
Your Amazing Vacation Apartment!,100,1,0
"Manhattan,  East Village next to  Lower East Side",80,4,187
"Luxury 5BR Townhouse, Upper East",2300,3,139
Bedstuy Apartment for Rent,90,30,280
Stunning 1BR apt  UES/Harlem,140,3,0
Private room in Charming Greenpoint,52,5,342
Lovely spacious studio in LES,200,2,0
A Photographer's Bohemian Artist Dream 1BD,94,2,0
"Come see Brooklyn, New York",40,5,0
"New York City, a safe and (mostly) quiet place.",55,2,89
Private Room + Balcony in Bushwick.,69,5,0
Spacious One Bedroom in Gramercy ,200,3,0
"Cute Studio in Bushwick BK, NYC",100,1,334
Quaint Studio Apt. $1300 monthly for one person,53,20,220
Cozy 3 bedroom on upper west side,425,3,365
"Priv. Room in a House,15min,Manhatt",40,3,292
Zen Bedroom in Artist Loft in Williamsburg,40,2,0
"1BR - gym, laundry in apt, roof ",150,4,0
Private room in shared 2BR,65,3,0
Comfy UWS Room near Central Park & Times Square,109,1,103
Quaint Room ,60,5,348
Entire spacious loft Williamsburgh,180,3,0
"Cozy, close to everything in NY  :)",95,2,39
Great Room In Mid Town New York NYC,140,7,296
4BR Family apt 15 min to Manhattan,155,3,0
City Life in Harlem,105,5,12
Cozy Clean Room in Bed Stuy,45,2,365
Spectacular Williamsburg 2 BR Loft,330,10,0
YUGE Sunlit Furnished Room!,50,30,281
Large Clean Room Midtown East NYC,100,2,305
Clinton Hill BdRm in Artists' Home,49,3,284
Cozy 1Bdr in Bed Stuy/Clinton Hill,65,1,98
Queen Size Foam Mattress,70,1,0
Spacious Gramercy 1bdrm.  Clean!,180,3,0
Spectacular Views of Mid-Town,130,30,0
Fort Greene 2 bedroom Apartment,225,3,112
BREATHTAKING VIEWS!  POOL/GYM ** Central Park,225,30,343
Bright spacious 3bd; near subways and bus,85,2,318
Charming Studio in Gramercy ,125,2,0
W50's Sunny Studio in a 24/7 DM BL,99,30,107
Just 3 Minutes to Midtown! Live like a NYer!,95,2,140
Huge Modern Waterfront Home,400,3,281
Sunny Bedroom for two,99,3,307
Comfortable bedroom for one person,85,3,341
"Spacious, Safe, and Furnished",90,5,3
Charming Entire ❤️ apartment,85,5,38
Large Sunny Apartment,130,6,0
Bedroom with Queensize Bed in Nolita/SoHo,95,1,0
Factory Converted 1BR Loft Brooklyn,149,30,341
Cosy One Bedroom in Greenpoint,225,7,0
"Charming studio, great location!!!",135,2,0
Beautiful Home by Central Park,140,2,0
Furnished Studio UES near the Met,200,5,0
Sunny Flex 2br  Loft in Brooklyn,159,30,327
Large Two Bedroom Brooklyn Loft,200,2,81
Apt #1: 2BR/1BA w/ Backyard,155,28,336
Room In Duplex Apartment Steps to Prospect Park!,125,150,0
"Independant Suite in townhouse: Big, Bright & Calm",71,4,45
"Perfect location, Bushwick Full room in 2 room apt",75,2,266
Cozy and quiet 2bd on the UES,275,3,157
Beautiful Room In Williamsburg ,70,7,0
Luxury High Rise Near Central Park,250,1,0
GREAT FOR FAMILIES AND GROUPS!!!,200,2,64
Cozy & modern 1 br apt in Brooklyn,90,30,311
Peaceful Bedroom in Brooklyn,50,4,0
Stylish Pre-war,124,4,165
Studio apartment Chelsea NYC,110,25,0
Cozy Room by Kaufman Studios,50,5,313
Convenient Private Room in Spanish Harlem (SpaHa),75,2,0
East Village w/ Private Bathroom & Roof & Elevator,90,4,0
Entire Private Garden Floor of Brownstone,130,3,248
DISCOUNTED Entire Apt:  Prime UWS location!,140,1,0
"Full apt-Brooklyn-near park, SUNNY!",200,3,0
Carroll Gardens Brownstone,350,5,0
"Cheerful 1 BD in Harlem, New York",100,2,0
Current Location,225,1,0
Vintage Bed/Bath in Bed-Stuy,65,1,0
Modern Sunny 2-Bedroom in Bushwick,145,5,275
Lovely Time Square/Theater District,189,5,0
Spacious Downtown Apartment,265,3,29
Luxury 2 BEDS/2 BATH Midtown/Central Park,409,1,0
BKLYN private room w/ private bath!,95,4,0
"PRIVATE, GIGANTIC full floor loft w/priv bath",175,3,324
Small Room Astoria20minToManhattan,55,1,30
"Spacious 1 bedroom, prime location.",200,4,248
Union Square spacious studio,200,5,88
The Haven 2beds,69,1,280
Beautiful Large Williamsburg Studio,135,5,76
Carroll Gardens townhouse,325,4,0
Cool apt in the BEST location in NYC!,95,2,18
Fabulous Apt w/ Gorgeous Bathroom!,117,30,298
Cozy sunny Apt in NYC,59,30,99
Living Room sofa Bed in Chelsea2,85,2,171
Bayview room,55,1,333
Sunny Room in the Heart of it All!,80,2,13
Spacious apt. in Brownstone,115,13,0
COZY PRIVATE BR AT59TH ST MANHATTAN,78,12,49
East Village Manhattan NYC Bedroom!,150,3,357
Bright and spacious 2 bed apartment,195,5,0
Large Loft in Brooklyn  w/ Deck,142,10,157
Central Park Treasure,150,20,0
It's very warm and friendly.,55,7,365
Lovely 1-bedroom on Prospect Park,97,30,282
Brooklyn Studio,70,20,211
Females only for midtown apt share,70,1,262
Experience ELEGANT LIFESTYLE,155,5,88
Studio Apt Avail - Convenient to City & Hot Spots,68,30,0
Queen size bedroom with river view! (Female only),68,9,129
Beautiful brownstone apartment,150,2,53
1BD on Smith St. in Carroll Gardens,150,4,0
Nice 1 Bedroom in Lovely Building,150,6,0
"1 Bedroom East Village, NYC",100,1,365
Comfortable Strivers Row Hideaway - Monthly Rental,110,30,331
Fort Greene Perfect Location,150,3,0
New- Downtown Brooklyn Apt- 10 min Manhattan,160,5,24
CUTE Studio in the heart of Chelsea,218,6,304
Downtown NYC Soho Loft 2br,430,1,14
Bright Modern Room with Balcony and City Views,79,3,111
Greenwich Village Chic Cottage,120,1,99
Sunny Brooklyn Heights Apartment,200,5,15
Gorgeous Loft in Prime Location 2 with Rooftop,120,5,0
East Village loft; authentic NY.,250,3,365
Central Park beauty,200,30,0
LOOK! Attached single family,75,1,0
Spacious brownstone parlour ,175,1,0
Beautiful Sunny fully Furnished Studio,76,31,333
Beautiful 1 Bed  - Great Transport Links,75,1,0
Huge duplex in chic area of BK with deck.,400,30,171
cozy room /female guests,75,1,355
Columbus Circle/Central Park - WIFI,189,3,0
Lovely Private Bedroom in 2BR Apt,55,1,0
Room in Duplex Apartment!!,80,5,0
Chic Mid Century Modern 1 BD +Gym +Laundry +AC,69,3,238
Cozy bedroom in shared 2br apt,100,4,0
"Sunny, colorful, 1BD close to city ",100,1,0
Large & Stunning 5th Ave 1 BR,300,5,219
PRIVATE ROOM IN NEW YORK MANHATTAN,53,3,117
1 bedroom in the heart of the UWS,179,2,0
Ditmas Park 1BR,100,8,0
Charming 1br apartment in Astoria,130,4,170
Large New York style loft ,120,4,0
Bright/Sunny/1block from Bedfordsub,150,7,16
Beautiful Studio Suite! Upper East,105,30,265
Sunny Bedford Stuyvesant Townhouse,150,1,209
Spacious 1 BR apt in the UWS,200,1,0
Beautiful Furnished Room!,39,30,168
"Sunny, ample, quiet w/balcony!",67,5,0
"Cozy One Bedroom + Loft in Manhattan, NYC",200,4,32
Spacious Studio Loft in Brooklyn,129,30,336
nice room in bedstuy D,55,1,307
"Safe Clean Sunny, 15 min Manhattan",65,50,198
Cozy Studio On The Upper East Side,100,3,0
Clean apartment at Harlem 125/lenox.,55,5,90
Large studio,240,1,0
"Sunny West Village apt, 2 beds",150,3,107
Apt Lincoln Center And Central Park! Best location,299,2,267
Old World Elegance in Astoria!,160,2,269
Charming Bedroom in renovated Apart,299,1,365
"Large 1-bedroom, 2 blocks from park",99,17,0
Stunning 2BR Penthouse w/City View,199,30,311
"Charming, central apartment",100,1,0
Cool and comfortable room for rest and relaxation,45,4,53
Perfect room for one in beautiful home,44,2,70
Stylish Spacious w Lrge Deck 11231,150,2,0
Cozy bedroom in the heart of Bushwick,100,20,0
"Modern Loft, Large Private Terrace.",185,5,0
Charming Fort Greene 2 BR,150,3,0
Family Friendly 3 bedroom 2 bath w. Washer/Dryer,650,2,283
Gay Friendly Room Williamsburg NYC,100,2,0
☀️Sunny Central Park North☀️,111,3,317
Charming & Bright Studio @ W 50's,99,30,139
Cozy Room with Private Entrance,75,7,87
Newly Renovated Modern 1-Bed Studio,103,30,336
APPARTEMENT 2 CHAMBRES ASTORIA NY,130,4,0
Entire Private Modern Studio UPW Manhattan,109,30,90
Live in a doll factory!,95,3,0
Ting Ting's Home in Heart of Brklyn,100,5,0
Huge and beautiful Park Slope Apt,155,29,59
Room for Rent -  Close to City & Clean,60,2,118
Brooklyn Brownstone - Prospect Park,195,6,13
One Bedroom Apartment,69,6,30
Cozy private room in beautiful apt,72,2,311
3 BR duplex with huge backyard,300,2,224
Modern 1-Bed Near Central Park,119,30,339
Pvt Bedroom in Williamsburg Central,100,30,296
The Notorious B.N.B. { The Erhart II },199,1,363
"Cozy, Clean, Spacious Apartment!",75,1,126
Williamsburg Room - 2 Blocks to L Train,100,21,96
Family Friendly Apt,125,2,0
 quaint apartment with city views,95,5,0
2B & Private Garden A Williamsburg Spacious Escape,295,2,151
Awesome Apartment in Astoria,149,1,365
"UWS Large clean 1Br entire apt, 2 stops fromTiMESQ",150,10,0
Urban Holiday...,100,5,214
June sublet in Prospect Heights,45,20,0
Quiet & Central West Village Artist’s 2 Bedroom,385,5,180
Private space in Brooklyn,87,2,233
"Sunny, clean studio.",180,4,184
 garden view  / female guest ,59,2,185
New York City near Staten Is. Ferry,95,2,264
Holidays in Manhattan ,130,25,161
Historic Bed-Stuy,120,5,254
Quiet Room in Central Location,113,2,41
"Safe, cozy & minutes to NYC",60,1,309
Private Room in Cozy Brooklyn Apt. for Female,40,7,221
Amazing and Large Modern Studio,250,5,0
"Large, Bright Williamsburg Loft",150,3,0
Spectacular Prospect Heights Loft,450,30,0
Carroll Gardens Brooklyn Apartment ,149,6,0
Sunny 1BR with Terrace/City Views,169,4,0
"Lovely Park Slope Apt, Brooklyn",105,2,93
Huge Room in Brooklyn Loft,42,7,0
Loft Like Studio in Luxury Building,325,1,0
Spacious One Bedroom in UWS,200,1,0
Crown heights Brooklyn House NYC,160,1,279
"Central Penthouse Room, Terrace & Private Bath",155,2,0
Beautiful Garden rowhouse apartment,151,3,308
West Chelsea Brownstone Apartment,200,1,0
Beautiful Spacious Brooklyn Room,80,2,0
Spacious 1 Bedroom in LIC,119,3,0
NearWilliamsburg bridge 11211 BK,5000,6,363
Artist’s Pad Prospect Park,45,1,99
"Spacious, Sunny 2BR near subway",115,7,0
Furnished privte room,65,1,269
Spacious room in the heart of Manhattan (Downtown),87,4,89
"Exclusive Manhattan , 24 h doormen",110,14,21
RARE: Large Room + Big Townhouse = Better Stay,80,2,0
Steps from Central Park,250,1,0
Quaint room in artist's apartment.,63,4,290
Charming 2 Bedroom by Prospect Park,200,5,78
Bright 1BR in heart of Greenpoint,185,3,0
Light filled SoHo walk-up,250,2,9
2 BR Sun Filled Feng Shui W Village,130,2,187
Cheery Brooklyn Heights Studio!!,185,4,254
Huge Room near Prospect Heights,75,2,0
"Large, Bright Apt Near Central Park",240,4,52
Sunshine & Cozy Bedtime in Brooklyn,65,1,0
UWS Luxury Studio Near CentralPark,195,2,0
October SPECIAL!! Enjoy the Holiday in NYC! Sale!,200,1,0
Bright Quiet Room in the W Village,120,2,283
Boerum Hill 2BR Garden Apartment,180,1,197
"Bright Room Near JFK ,LGA &  Train with AC",53,3,189
Charming one bedroom in the LES,200,1,0
Sunny 1BR near Central Park close to Columbia U.,100,3,0
Le Petit Château,86,3,0
Full 1 bedroom Apt in GREAT Locale,225,3,0
"Bright Large  Room near JFK, LGA & Train 2 beds",40,3,291
"Large 1 bdrm, River views!",60,365,291
3 Bedroom @ JFK CASINO BEACH LOCALE,70,1,220
Location  Queen Elena,35,30,364
FAB APT & LOCALE in HELLS KCHN PRIVATE SAFE COMFY!,250,3,284
Photography Location,4500,1,365
Film Location,8000,1,365
Trendy studio NYC centrally located,169,5,0
Large 2 Floor Apt 2 Bdrm Sleeps 8 ,255,2,297
A beautiful modern 3 bedroom apt,290,1,252
STUNNING! 1BD Jr in Midtown East NY,140,300,365
Sunny Manhattan Studio,115,7,4
 Family Friendly Brooklyn House,299,3,346
Charming West Village Studio - Amazing Location!,160,2,0
Upper East Side 1BR,175,1,0
Near Times Square and Hell's Kitchen,120,1,174
Artist's Studio in Mansion,179,1,365
"Great Room, Bedford L Train!! (10min to Manhattan)",74,4,25
King Bed or Two Singles - You're choice!,68,1,237
Spacious Junior 1BR Apt in USQ/Flatiron,235,1,135
Stylish Williamsburg Loft Apartment,100,5,0
Sunny and Stylish on the Park,270,3,0
Open/Sunny 2 BR in Prospect Heights,200,14,0
August sublet in Greenwich Village,161,21,0
Crown (Prospect) Heights Brooklyn Room,60,2,83
Prime location in the east village,155,4,341
"Priv Room in Artists UES Apt, Central Park & Train",95,1,288
Hip Chinatown Apt in Great Location,125,2,0
Perfect NYC Flat! Modern!,118,30,308
Cozy Private RM Near Central Park N,80,7,278
Williamsburg Oasis of Art ,210,3,0
Brooklyn Heights - 1 Bedroom,150,2,0
2BR on Express 2 stops to Manhattan,135,2,296
"Chic, Modern Apt Near Central Park!",118,30,326
☆ Central Park - Home Away From Home,110,3,113
The Perfect Greenpoint Getaway,70,2,0
Private cozy room,43,1,220
Bright Brooklyn garden apartment!,140,2,294
"NEW! Gorgeous 1-BR, Colorful Design",116,30,335
Cozy & Large Corner Flex 2BR Loft,159,30,317
Sun filled 2BR in BedStuy Townhouse,135,2,187
"Cosy HUS Room, furnished & all utilities included!",39,7,310
Sanctuary Bedroom in Huge Duplex,59,20,54
One-of-a-Kind Luxury NYC EPIC VIEW!,600,30,0
Private Room with Full Amenities,66,1,41
Prime Tribeca! Breathtaking View,130,30,365
Modern Stay in Brownstone Brooklyn,100,3,237
The spot,50,7,125
Hudson Heights Art Deco,185,2,365
Beautiful Large Room in Park Slope,54,1,0
1BR apartment in Brooklyn,100,6,202
Studio in Center of Chelsea,180,1,0
Old World Garden Apartment,115,30,78
"Giant 3 story family house,  15 min to Manhattan",350,3,21
Big Private room in Brooklyn Brownstone,32,7,319
Williamsburg Luxury Apton Bedford,165,8,297
Alcove Studio in Downtown Manhattan,350,2,0
Unique Brooklyn Brownstone,795,6,14
Cozy Williamsburg Apartment,200,4,95
Gorgeous Apt in Bushwick Brooklyn,175,5,107
Dani private room in Manhattan,50,2,188
Heart of Manhattan: Charming 1BD,190,1,0
Private Room with Private Bath,110,2,182
"Carroll Gardens Row House, Brooklyn",414,3,0
1BR Doorman Bldg Boerum Hill BK,135,2,0
NYC Finest location!~amazing view!!,150,30,365
Safe Sunny South Facing Near All,93,365,97
Cozy bedroom - Upper East Side,70,2,0
Beautiful turn-of-the-century home,175,3,39
"Lovely, Huge, Open, Quiet, Spacious, Sunny, A/C",155,25,364
2 Queen beds Studio Loft in Brooklyn,129,30,337
The proud New Yorker Room,50,1,188
1910 Town House in leafy Kensington,499,7,31
Very unique - half block from Industry City,80,1,90
Awesome Studio East 58&3rd avenue! ,115,30,342
Sunny Bedroom In Astoria!,47,2,0
Crown Heights Duplex Apt.,95,1,0
Luxury Space  East Village 3 Bedrm sleeps 7,249,1,278
Perfect 1BR / Doorman / 22 St & 2nd Ave,150,30,362
Quiet bedroom in East Village NY.,77,3,18
2 bedroom in the East Village,225,8,0
Room in Duplex Apartment,70,14,67
Awesome 2 bedroom~murray hill~deal ,100,30,311
Best Deal/Columbus Circle/Renovated,87,30,365
Large 2 Full BR 15min to Manhattan!,245,4,0
Great apt in awesome area,300,3,254
Spacious Upper East Side Pvt. Room,55,1,0
One Bedroom close to everything!,120,3,0
Fully Furnished Luk Room including Air Conditiner!,40,31,130
1 bedroom  in  Nolita/Soho,115,2,332
Great Chelsea block near Highline & Subways,93,75,234
