name_y;neighbourhood_ID;room_type_ID;price;minimum_nights;availability_365
Charming Brooklyn Apartment;51;2;165;3;273
Designer Williamsburg Apt with Terrace;94;2;190;2;229
3 bedroom near Park;155;1;750;1;0
Sunny enormous apt historic bldg;21;2;150;5;37
Lofty 1 BDR whuge private backyard;77;2;150;2;0
Spacious onebedroom Apartment;124;2;119;5;0
Super Comfy Convenient Room in Hip Brooklyn;51;1;62;1;189
Huge King Size Room in East Village;104;1;99;1;0
Safe comfy convenient;74;1;34;2;78
Studio in Vibrant Lower East Side;111;2;129;4;26
Apartment in Williamsburg  Long term lease;94;2;105;180;1
Charming Soho artist studio;119;2;229;4;0
Large prewar apartment UWS;125;2;350;7;0
Great locationNewly updatedgreat new features;106;2;205;3;331
Rockaway Beach Sunshine Paradise;170;1;85;2;330
Sunny Apartment with a balcony;140;1;30;15;0
Townhouse 2 BR Central Park West;125;2;150;30;311
BRIGHT Modern Spacious East Village Studio Apt;104;2;186;2;0
Downtown Brooklyn Luxury Building;69;1;50;1;0
Sunny Brownstone in Park Slope;85;2;200;2;0
Sunny room along riverside on 66th;125;2;172;12;34
LUX Doorman Gym  2 Bedroom5179;124;2;250;30;333
Executive 1 BR  Washer Dryer;109;2;133;30;311
Beauty Lrg furnished Stu 77  Bway  Bay Windows;125;2;150;30;220
Luxury Apartment with Epic Views;97;2;290;2;19
1 bdrm Spacious Beautiful Apartment;147;2;120;2;0
Cozy 1 BR Basement Apartment;6;2;95;1;16
Your Own Studio in Lower East Side;98;2;120;7;0
Luxury STUDIO  PVT Entrance  WOW;124;2;165;1;262
Serene and Minimal Room  Studio;79;1;50;1;0
1 BR APT LOWER EAST SIDE;98;2;180;2;0
Sunny loft in Brooklyn;51;1;38;1;0
Huge Brooklyn Studio;51;2;85;2;190
Charming 1BR Apt in LES Side;111;2;145;2;0
Bright sunny room in NYC;66;1;29;2;0
Modern Sunlit Apartment w Balcony;51;2;120;1;0
1 Bedroom with Outdoor Space;124;2;117;30;173
Spacious Brooklyn Apartment;59;2;70;7;0
Extended stay in a great studio;124;2;180;14;0
big  bright 2bedroom by subway;92;2;115;2;0
CoZy Private Williamsburg Home;94;2;225;2;124
Spacious UES 1BR with outdoor deck;124;2;140;30;57
Quiet and Modern Haven in NYC;37;1;45;2;0
Large Private Room in 3 bdr aptEast Village;101;1;119;1;0
Spacious 1 BR Upper East Side;124;2;125;30;343
Room avl from 0330 to 0403 in NYC;94;1;46;1;0
Single room in Bushwick wbackyard;59;1;50;1;0
Historic Bed Stuy Floorthrough;51;2;150;5;0
Luxury building studio in UWS;125;2;120;5;34
Brooklyn private bath by FG train;80;1;45;1;23
Beautiful Ft Greene Guest Suite w Full Kitchen;75;1;115;28;3
Private room available with river view;125;1;95;14;0
Modern Exposed Brick Studio;101;2;110;1;0
Charming home in Brooklyn;77;2;250;7;1
100 5 Reviews  Big 2Bed 2Bath  Central Wburg;94;2;300;5;29
SafeArtsyClean Haven Near ManhattanLGA;129;1;45;5;145
Luxurious 2 BR  Gramercy;109;2;159;30;190
Two bedroom Amazing location 10;111;2;220;30;2
Brand New Luxurious 2 BR;109;2;159;30;312
Private East village Studio NO roommates Full bath;101;2;70;1;49
Plantfilled sunlit home w yard;79;1;45;7;0
Luxury Bright NYC Apartment;125;1;40;1;0
Spacious Private Room lots of character  light;106;1;81;1;90
Private Clean Bright Apt in Harlem;106;2;190;2;323
Luxurious 1BR Apt Times Square;107;2;225;5;42
Spacious Room near CUMC Campus;126;3;360;1;0
Hells Kitchen Hideaway;107;2;125;2;5
roomy sunny apt in 3 of Astoria;129;2;95;3;0
Creative Sanctuary Studio1BR;144;2;62;2;0
Charming Brownstone Garden 1BR Historic Apartment;106;2;150;30;157
Fort Greene Brooklyn mint rowhouse;75;2;495;5;21
Small Cozy 1BD Apartment;106;2;130;3;16
Inspired Space on Troutman;59;1;80;5;300
Sunny studio in Greenpoint;79;1;89;1;114
Sunny Room 12 block from MTA;66;1;55;1;0
Spacious 1 BDRM near Central Park;124;2;140;1;63
Financial District Luxury building;102;1;60;15;0
XL Corporate 1 BR  Midtown East;113;2;142;30;357
Updated 1 BR  Best Location;124;2;125;30;105
Elevator 1 BR  Midtown West;107;2;133;30;281
Modern 1 Bdrm Apt off Bedford Ave;94;2;200;30;310
Williamsburg Loft;94;2;85;5;0
Fabulous Entire Townhouse in West Village;127;2;625;5;130
Your own cozy room in Gramercy;104;1;100;2;44
Sweet Brooklyn digs next to Pratt U Classon Ave;62;2;176;5;236
5 min walk to Times Square Sleeps 4;107;2;175;1;116
Off the Beaten Path NYC OASIS;184;2;75;5;155
SWEEPING VIEWS 23d FLRSUTTON PLACE;113;2;245;30;334
Midtown East Elevator 1 Bedroom;113;2;125;30;157
Modern 2 BR with high end Finishes;109;2;159;30;310
Large 2BR apt steps from Subway;10;2;110;1;0
Midtown East 2 BR 3 Beds;113;2;150;30;188
brooklyn rent apartment;56;2;99;1;364
Luxury Style Space ideal for short or longterm;66;1;49;1;4
Gorgeous apartment in Brownstone;91;1;140;2;268
MyrtleWash Townhouse;62;2;200;30;9
Sunny East Vil 1BR w Rooftop view;101;2;148;4;0
Amazing 2 BR in SOHO;105;2;165;30;142
Super Comfortable Room for Rent;59;1;59;20;361
Bright Room for Rent Close 2 Train;59;1;45;30;335
Beautiful Room for Rent L Train;59;1;45;30;334
Your Harlem home away from home;106;2;225;3;0
Cozy Bedroom for 2 in E Harlem;100;1;70;3;40
2 BEDROOM Apartment  Walk to Train;175;2;95;21;138
Large 2 bedroom apartment  100 private Bushwick;59;2;100;30;87
Bright and spacious room with minikitchen;144;1;59;1;106
Quiet and Sunny room in Harlem;106;1;50;1;0
Upper East Side Prewar;124;2;400;1;0
Charming  Sunny 1BR  East Village;101;2;100;1;0
Beautiful popart studio near Times Square ;107;2;199;3;215
Sunny little Nook in NYC;66;1;35;3;272
Spacious bedroom in Crown heights;66;1;65;5;0
Minimalist 1BD close to subway;87;2;95;3;0
Rose Warm STG Welcome Yankees;20;1;60;2;336
Times Square Two Bedroom;107;2;200;4;203
Beautiful Studio in heart of UWS;125;2;200;3;14
Beautiful Blue Room in West Harlem;106;1;50;7;363
Upscale in The Heights;126;1;102;2;178
Amazing 1 bed in Greenwich Village;105;2;152;1;0
Luxury 4storey 3br with Media Den;63;2;490;7;0
2BR Penthouse Aprtmt on Park Avenue;115;2;250;1;0
Huge townhouse near Central Park;106;2;450;7;229
Prospect Park  Quiet 2 Room Studio;87;2;98;4;341
Big bright apartment by the beach;56;2;199;1;0
Spacious bedroom in Astoria NY;129;1;50;5;0
Quiet 2 Bedrm w 3 BedsProspectPark;87;2;109;4;324
Spacious Sunny Brooklyn 2BR Duplex Apartment;51;2;145;4;0
Room in Apt near Columbia w Views;125;1;96;1;0
LRG Sunny One Bedroom Garden APT w Big Backyard;51;2;165;4;0
Private Bedroom  Bath Brooklyn;66;1;65;1;0
Cozy and ideal studio in the middle of Manhattan;113;2;130;2;226
Clean comfortable and convenient UES Studio;124;2;120;1;0
Brooklyn 2 Bedroom Duplex Apartment;66;2;165;30;365
Cozy Clean and Minimal Design in Park Slope;91;2;200;2;0
Bright contemporary and best location;124;1;122;9;160
5 rooms in clean apartment West Harlem;106;2;400;3;88
Home 4 Medical ProfessionalsBrooklyn Hospital;75;1;54;30;361
Home 4 Medical ProfessionalsLIU;75;1;54;30;361
Home 4 Medical ProfessionalsMethodist Hospital;85;1;54;30;361
Charming Soho Loft;117;1;250;1;0
Top floor on historic block;106;2;120;14;0
Spacious room  Prime Williamsburg;94;1;75;1;0
Bright Room in Spacious Astoria Apt;161;1;65;1;0
Spacious sun filled private room;51;1;60;2;0
Artists Loft  South Park Slope;92;2;179;3;0
Cozy and spacious studying bedroom;144;1;43;1;140
Quaint West Village Studio;127;2;130;5;0
Small studioCentral ParkUpper West Side;125;2;154;3;17
Cozy  Colorful 1 Bedroom Apt in BK;59;2;135;2;88
Peaceful cozy and safe condoapt;178;1;86;2;365
Modern Comfort in Upscale BK Steps from Ferry;64;1;85;2;0
Comfy Sanctuary walk to Laguardia;142;2;80;3;334
Private Room in Gorgeous Loft;51;1;70;2;0
Spacious apt in Prospect Lefferts;87;1;65;1;0
Cozy one bedroom City College;106;2;100;1;0
2 BR 24hour doorman Gramercy;104;2;130;5;0
Cozy 1 Bedroom Apt Just like home;66;2;139;2;75
1bedroom in Brooklyn;55;1;35;1;0
August 19 in cozy bright South Slope 15 br;91;2;100;7;0
Private bedroom rental spacious;100;1;60;1;0
1 BR heart of Midtown East;113;2;133;30;127
Madison Square Park  Midtown East LUX Sleeps 6;103;2;275;2;170
BedRoom in lower East Side;111;1;112;1;0
1 BR High End Renovations  Design;109;2;142;30;157
2BR in Brooklyn NY;66;2;135;2;92
4 Bedroom Apt Prospect Lefferts Gardens Bklyn;87;2;165;1;0
Upper West Side Dream Apartment;125;2;200;1;0
Passover NYC Rental;125;2;425;5;0
Luxury Entire APT in Manhattan;102;2;110;1;0
Cozy room available in BedStuy BK;51;1;40;5;0
Room 12 block from Central Park;100;1;70;2;38
Beautiful room in West Harlem;106;1;65;30;365
Vintage NYC apt  Monthly Rates;175;2;95;30;357
Available 23rd28th March;94;1;100;1;0
GREAT APT w BALCONY in BEST AREA;101;2;140;2;0
New 1BR Midtown Modern in Manhattan;109;2;150;2;0
Sunny Spacious Sublet near Prospect Park;80;2;115;2;0
Spacious Artsy Room;106;1;74;2;363
STYLISH SPACIOUS WILLIAMSBURG  LOFT APT SLEEPS 4;94;2;175;4;157
Convenient 2BR2BA  East Village;101;2;275;5;0
spacious 1BR 15 min to Manhattan;175;2;110;3;0
Great Room in the Lower East Side;101;1;69;1;0
Room plus private bath near dumbo;69;1;50;1;0
Nice BR in Luxury Williamsburg Apt;94;1;85;6;0
1 Bedroom Heart of Financial Dist;102;1;110;2;0
Stunning Elevator 1 BR Chelsea;97;2;142;30;316
Clean Room in a Renovated Apartment in Manhattan;106;1;75;20;232
Spacious 1 bdrm apt East Village;101;2;133;3;0
Apt in Heart of Hells Kichen;107;1;79;1;0
Beautifully spacious 1 bedroom;29;2;80;1;0
Views of the Hudson NYC Apt;107;2;239;30;365
Manhattan beautiful studio;100;2;100;4;0
Amazing spacious 1 BR Park Slope BK;85;2;159;3;0
111 St Marks Place;101;2;140;1;0
Heart of the West Village;127;2;250;2;0
NYCHaven3 Entire House for less than a hotel room;71;2;135;1;270
Big Brooklyn bedroom near subwayProspect Park;87;1;65;10;0
Cozy Bedroom on UWS steps to CPW ;125;1;75;1;188
Apt across from Lincoln Center;125;2;195;1;0
Spacious loft apt with plenty of light;51;2;99;3;39
Clean Cozy Room in Manhattan;106;1;70;30;187
Lavish Studio Apt in Midtown West NYC;107;2;199;30;365
Sunny Room near subway;108;1;65;3;249
Beautiful loft in DUMBO Brooklyn;93;2;245;2;0
Spacious Bright  Clean Studio Near Central Park;124;2;150;4;26
Lovely spacious room;59;1;55;1;0
Beautiful Flatiron 3 Bedroom 2 Bath Loft;103;2;650;5;335
Private Room in NYC Apartment;129;1;50;1;0
Lovely home located by pier;60;2;81;2;309
Beautiful Artsy 1BD Home;106;2;92;5;0
Private Room wWifi Prime Location;127;1;105;1;0
Beautiful 2 Bedroom  Apt w One Bedroom for Rent;100;1;89;4;365
Spacious 5 Bedroom Apt Williamsburg;94;2;348;2;0
1st Floor Apt in Heart of Brooklyn;66;2;168;2;344
Spacious Bushwick BR Yard 175ft to Subway;59;1;65;1;179
Rock  Roll Living in the Heart of NYC;101;2;100;2;0
Spacious Harlem Brownstone apartment;106;2;175;4;53
PRIVATE GARDENLEVEL CITY OASIS;51;2;100;4;287
Cozy Modern Luxury with Full Balcony;73;2;119;3;280
Sunny and Charming BedStuy 1BRStudio Apt;51;2;105;4;11
Sunny Apartment in Crown Heights;66;2;200;1;0
SoHo Studio on Spring Street;119;2;290;2;99
cozy bedroom in BedStuy Brooklyn;51;1;62;1;0
Cozy Nest 15 Minutes From Midtown;126;1;70;1;0
Sunny Spacious Crown Heights Studio;66;2;65;4;0
Beautiful TriBeCa Apartment;122;1;60;25;0
Modern Upper West Side Luxury;125;2;160;3;0
CrashPadsUSA for Airline Crew Nightly HOTBEDS;157;3;45;1;365
Brightly Skylit 3 Bedroom Soho Loft;119;2;595;5;347
Sunlit bright home;66;1;60;3;0
Trendy  spacious Williamsburg Apt;94;1;95;2;0
Magical Artist Brownstone Beautiful  Colors Room;75;1;150;4;193
Big Sunny 1 Bdrm Apt  Midtown NYC;107;2;200;1;0
Upper west side luxury building;125;1;160;2;0
Artist Apartment in Heart of West Village ;127;2;300;5;121
Cozy 1 bdrm near Prospect ParkBK;73;2;99;1;0
Charming Modern BedStuy Brooklyn Townhouse WYard;51;2;150;3;334
Cosy Room in RidgewoodBushwick;169;1;35;5;0
Light filled modern APT in DUMBO;93;2;170;4;0
Sunny room in a 2 bedroom apartment;100;1;65;1;0
Sunny living room and great location in Brooklyn;73;3;38;3;84
Spacious Room in Williamsburg;94;1;60;7;0
Soho PH 2 Bedroom Private Terrace;119;2;500;4;330
Spacious Sunny Room in Park Slope;85;1;85;2;0
Entire Williamsburg apt;94;2;110;3;0
Cozy room in Upper East Side;100;1;60;8;0
1BR Bright  Spacious in West Harlem;106;2;148;6;280
Stylish Spacious 1 BR Apt in Heart of Village;101;2;133;2;0
Alcove Studio;107;2;160;1;0
Spacious Modern Manhattan 2BR;101;2;250;3;0
10minutes to Manhattan from Astoria;129;1;95;1;183
Central Park North 1 bed Apt to share female;100;1;69;7;0
Luxurious 1 Bedroom Apt;161;2;180;6;0
Artists Budget Apartment;106;1;40;2;0
Large Bedroom;73;1;85;1;0
Private room available in 2 bedroom apartment;59;1;65;3;0
Private Bedroom Near Prospect Park;66;1;55;1;0
East Village Couch Crash 9PM9AM;101;3;75;1;0
Charming 1 BR apartment east of Central Park;100;2;125;3;0
Affordable Private Cozy Room;22;1;26;3;127
Spacious 1BR Williamsburg Apartment;94;2;175;2;0
Sunlit Red Hook Piedterre;88;1;85;2;59
Bright Apartment in Clinton Hill;62;2;179;5;0
Huge sunny bedroom in Crown Heights;66;1;75;1;0
SUNNY and SPACIOUS room in Brooklyn;94;1;76;5;0
Quiet Chelsea One Bedroom;97;2;225;30;280
Beautiful Bedroom on Hudson RiverRiverside Park;106;1;40;1;0
Fully Furnished  Sunny UES Studio;124;2;110;2;0
Posh Madison Ave Apt;124;2;117;30;311
Beautiful studio;140;2;78;1;0
Artistic NEW LOFT 4 br2 bath in Times Sq;107;2;800;3;263
One Bedroom Apartment in Greenpoint;79;2;65;1;1
Modern Clean Studio 2 blocks from Central Park;125;2;105;1;175
Huge room in central Bushwick flat;59;1;45;1;0
Your cozy and cute space 7 train;144;1;34;1;164
The Heart of west HARLEMWith a European flair;106;2;90;3;0
Lovely Room in Beautiful Brooklyn;51;1;65;3;0
2BR Comfy Apt  15min from MIDTOWN;175;2;150;30;338
CleanElegant HK Apt w Cute Bear;107;2;160;3;0
Prime Brand New 1 bed5206;115;2;250;30;337
Mysig tva p Upper East Side;124;2;106;1;0
COLUMBIA PRESBYTERIAN MED CTR ARIA 1 Bedroom Apt;126;2;95;30;322
Large Private Room in Midtown East;124;1;69;1;0
BedSty Fly;51;2;145;2;296
Sunny 1 BR Apt in Bed Stuy;51;2;75;5;0
A cozy place to set your mind free;72;2;70;5;263
Huge apartment in beautiful Brooklyn Brownstone;79;2;225;6;0
Cozy  Comfortable Private Bedroom;144;1;43;2;0
Sunny and comfortable Apartment;76;2;121;20;294
Private room in Bushwick;94;1;50;1;0
Cozy quiet studio apartment;101;2;198;3;57
Gorgeous large sunny room in NYC;66;1;109;2;352
Sunny Quiet Downtown 1BR Apt  Great location;97;2;199;30;292
Well located apartment near NY City;35;2;150;2;267
Comfortable Bedroom right by express subway;66;1;49;3;0
Luxury 1 bedroom apt near Columbus Circle;113;2;239;30;351
Entire  Large Park Slope 2BR Apt;85;2;100;1;0
NYC MidtownWest Luxury 1BR Apt;113;2;239;30;352
NYC  modern 1 bedroom apt near Carnegie Hall;113;2;239;30;352
Stunning Waterfront Views Williamsburg Brooklyn;94;2;170;3;0
Luxury 1Bedroom Midtown West NYC Apartment;113;2;239;30;352
Brooklyn  Williamsburg  Cozy Large Private Room;94;1;80;1;0
Luxury 1Bedroom NYC apt near Rockefeller Center;113;2;239;30;351
Luxury 1 Bedroom Midtown West Apartment;113;2;239;30;352
Sleek 1 bedroom apt near Times Square;107;2;239;30;352
Sunshine Studio near Columbia U;125;2;80;1;0
Charming Brownstone wBackyard;51;2;140;2;145
Studio in the Heart of Gramercy;104;2;240;2;0
Private Master Bedroom in Luxury Bu;66;1;60;5;0
Prime Central Park West Pied  Terre;125;2;200;2;231
Spacious Lower Manhattan Apt;123;2;159;2;0
Adorable One Bedroom Apartment w Balcony;79;2;65;1;0
Large Private Room in Kips BayMurray Hill;109;1;70;3;0
Plush 2 Bedroom Midtown West NYC Apartment;113;2;369;30;345
Penthouse with PRIVATE ROOFTOP on Upper West Side;125;1;120;3;365
Highend bright 1 bedroom apt in Midtown West;113;2;239;30;348
East Village The location;101;1;125;1;81
Spacious One Bedroom with Private Roof;51;2;200;3;0
Nice And Clean Room In East Harlem;100;1;50;29;0
GREAT Bright Manhtattan Apartment;106;2;120;150;331
East Village Apt with Balcony;104;3;100;1;0
Loft w Manhattan skyline view;94;1;80;1;0
Cozy centrally located LES apt;111;2;140;1;0
Sunset Retreat  Top Floor Oasis;92;2;105;2;360
Vibrant Crown Heights;66;1;49;3;365
House On Henry Parlor Apartment;61;2;180;4;333
Fullsize loft bed in East Village;101;1;70;1;0
East Village Oasis;101;2;450;1;287
Comfy Bedroom in Crown Heights close to Subway;66;1;44;2;0
Charming Park Slope Apartment;91;1;89;1;269
Prime Carroll Gardens Apartment;61;2;172;2;87
Luxury building 2BR2BA in Chelsea;97;2;350;1;0
I just need to lay my head down;106;1;68;1;365
Cozy And Clean Harlem Room;100;1;52;32;39
Cozy room in a brand new building ;167;1;70;2;89
Charming house in Coney Island;89;2;223;1;0
Comfortable and Spacious Bedroom;89;1;71;1;0
Comfortable and Spacious Bedroom B;89;1;97;1;0
Room right on Central Park;100;1;75;1;0
Private Theatre District Bedroom;107;1;65;2;0
Comfortable 420 Friendly Room;94;1;64;1;0
Nice Big Room With Backyard;94;1;59;2;268
Modern Artsy Room in BK Near Subway;66;1;100;3;0
Beautiful Sunny Fire Escape Room;59;1;60;2;364
NY Queens Penthouse  1MASTER aka Manhattan Room;157;1;73;9;276
NY Queens Penthouse HOME with Patio;157;2;219;9;273
Lrg 2 BR Duplex Top 2 Flrs Terrace West Village;105;2;999;3;164
On 5th Ave Easy to shopping;97;1;150;60;0
Your lovely and cozy space 7 train;144;1;52;1;174
Luxury IBR apmt in Crown Heights;66;2;90;2;0
1BD Park views UWS;125;2;150;2;220
Stunning Central Park West Location;125;2;325;1;223
Cozy private 15BR Garden Apartment w backyard;126;2;170;5;121
Modern Studio in Middle Village;162;2;79;3;311
Forte Green Townhouse Room Rental;62;1;175;1;179
Private Room in Upper West Side;125;1;75;1;0
The Healing Place;66;2;120;3;208
Big apartment comfy  calm bedroom;106;1;72;1;204
Beautiful Studio Near Prospect Park;87;2;80;1;0
Adorable Upper East Side Studio;124;2;175;4;0
Luxury Harlem Apartment;106;2;125;5;0
Cozy Room;121;1;200;5;365
Luxury Penthouse w Roofdecks;101;2;1000;4;349
Beautiful private room in Bedstuy;51;1;45;4;0
Charming 1 Bedroom in Chelsea;97;2;175;7;0
Luxury room in 2 bedroom apartment;82;1;89;2;365
Downtown style in the Bronx;25;1;500;10;358
Spacious Sunny Happy Studio;126;2;84;2;0
UES area Luxury modern quiet private Apt;100;2;149;5;326
Comfy Bed Stuy 1br with Balcony;51;2;110;3;0
TRENDY Brooklyn room;59;1;40;6;298
Cute  Cozy Cobble Hill Apt;64;2;98;2;0
Spacious Studio Apartment;125;2;160;3;318
Cozy shared male room in center of Manhattan III;111;3;32;14;341
Luxury Full Central Park View Apart;125;2;380;2;0
Sunny Private Brooklyn Bedroom w Backyard Access;66;1;35;7;157
Private bedroom for 24 night stay in Clinton Hill;62;1;100;2;0
NYC Midtown West 1 bedroom luxury apartment;113;2;239;30;352
Location Chambre;51;1;51;1;0
Entire huge 2BR Apt in East Village  Aug 1427;101;2;200;4;0
Plush Studio Apartment in Midtown West NYC;107;2;129;30;133
Sleek 1 BR apt near major attractions in NYC;113;2;239;30;351
Cozy Upper East Side 1 Bedroom;124;2;140;1;0
Lux 1 BR NYC Midtown West Apartment;107;2;239;30;364
East Village 1B in 3B apt;101;1;56;1;0
Sophisticated 1 bedroom apt in Midtown West;113;2;239;30;352
Delightful 1BR close to upscale shopping in NYC;107;2;239;30;352
Lux 1BR NYC apt steps from  Carnegie Hall;113;2;239;30;352
Peaceful Private Room In Warm Brooklyn Apt;86;1;37;180;0
Private room in sunny modern Bushwick apartment;59;1;91;2;0
Luxury finished MIDTOWN 1 Bed Apt;107;2;170;5;0
Clinton Hill Oversized One Bedroom;62;2;169;12;365
Spacious bright on Upper East Side;124;1;35;11;0
Huge and Sunny Mid Century 1BR;66;2;180;3;0
Bright Sunny Room in Clinton Hill;51;1;55;4;0
NYC MIDTOWN WEST LUXURY 1BR APT CITY VIEWS;113;2;239;30;351
1 Bedroom Apt in the heart of NYC by Central Park;107;2;239;30;352
Luxury bldg Near Flatiron Chelsea;97;1;175;1;0
Ground Floor Apartment in Brooklyn;51;2;67;3;0
Modern Living in the Heart of NYC  1 BR apt;107;2;239;30;165
Private bedroom 5 mins to ColumbiaU;114;1;65;2;0
Upper West Side Split Layout 1 BR;125;2;125;30;127
Holiday in 2br2ba Williamsburg Apt;94;2;200;1;239
Large 1 Bdrm Apartment in Midwood;90;2;81;5;1
Charming Times Square garden floor apt sleeps 5;107;2;325;3;246
Midtown Sleep 6 Central Convenience;113;2;333;1;323
Sunny clean classic NYC apartment;98;1;90;1;0
Sunny Sanctuary;107;2;245;2;48
Sunny Artesian apartment;59;1;90;2;358
Amazing Views 3BR 2BA Bright and Spacious;113;2;999;2;58
Spacious 1 Bedroom with City Views;129;2;165;1;0
HIGH END 2 bed 2ba WD in Unit5113;125;2;400;30;311
DSGN by StarckGYM BasketBall Court5182;102;2;160;30;336
BedStuy Brownstone Studio;51;2;75;3;0
Best Place in the Center of NYC;97;2;206;1;0
Room in sunny artfilled Harlem apt;106;1;70;1;0
Sunny 1 bedroom in Williamsburg;94;1;65;1;0
Cool Brooklyn Close to Manhattan;51;2;126;2;182
nice backyard cool roommates;66;1;40;10;0
Modern 1BR apt prime Times Square location;113;2;239;30;352
Sunny Charming Clinton Hill Apartment;51;2;129;31;0
Tudor Studio WifiPremium Cable w Private Entry;73;2;92;1;0
